<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2/18/2026,11:45:00,6966.00,6968.00,6962.50,6964.00,13758
2/18/2026,12:00:00,6964.00,6972.00,6963.00,6969.00,15397
2/18/2026,12:15:00,6968.75,6975.50,6967.50,6968.50,16071
2/18/2026,12:30:00,6968.50,6971.75,6958.25,6961.50,21022
2/18/2026,12:45:00,6961.50,6963.75,6949.75,6954.25,31690
2/18/2026,13:00:00,6954.00,6959.25,6943.75,6953.00,34846
2/18/2026,13:15:00,6953.00,6957.50,6947.25,6947.50,22638
2/18/2026,13:30:00,6947.75,6952.50,6944.00,6947.50,28015
2/18/2026,13:45:00,6947.50,6949.75,6931.75,6934.75,44554
2/18/2026,14:00:00,6935.00,6941.50,6923.50,6929.00,36512
2/18/2026,14:15:00,6929.25,6936.75,6924.00,6927.25,33647
2/18/2026,14:30:00,6927.00,6929.75,6922.00,6925.25,25079
2/18/2026,14:45:00,6925.00,6942.25,6924.25,6939.75,30652
2/18/2026,15:00:00,6940.00,6955.25,6937.75,6945.00,65215
2/18/2026,15:15:00,6945.00,6946.75,6940.75,6943.00,12868
2/18/2026,15:30:00,6943.00,6943.25,6939.25,6941.25,3092
2/18/2026,15:45:00,6941.25,6943.25,6940.75,6942.25,2630
2/18/2026,16:00:00,6942.00,6943.25,6939.25,6941.75,2306
2/18/2026,17:15:00,6941.50,6952.00,6941.25,6951.00,4132
2/18/2026,17:30:00,6951.25,6951.50,6946.25,6948.50,3658
2/18/2026,17:45:00,6948.50,6950.00,6946.00,6946.50,2553
2/18/2026,18:00:00,6946.50,6949.00,6944.00,6944.75,3147
2/18/2026,18:15:00,6944.50,6946.00,6940.25,6942.50,4538
2/18/2026,18:30:00,6942.50,6943.50,6936.50,6938.25,3839
2/18/2026,18:45:00,6938.50,6942.75,6937.25,6939.75,3559
2/18/2026,19:00:00,6939.25,6942.25,6938.75,6941.50,2746
2/18/2026,19:15:00,6941.25,6951.50,6940.25,6950.50,5430
2/18/2026,19:30:00,6950.75,6951.00,6944.50,6945.25,3231
2/18/2026,19:45:00,6945.25,6947.00,6940.00,6943.00,3777
2/18/2026,20:00:00,6942.75,6946.75,6940.00,6946.75,2919
2/18/2026,20:15:00,6946.50,6947.50,6942.75,6946.25,2848
2/18/2026,20:30:00,6946.75,6949.25,6945.50,6949.00,1748
2/18/2026,20:45:00,6949.00,6949.50,6946.25,6948.25,1466
2/18/2026,21:00:00,6948.00,6949.50,6945.75,6947.75,1737
2/18/2026,21:15:00,6947.75,6949.75,6946.75,6948.25,1587
2/18/2026,21:30:00,6948.25,6950.25,6947.25,6950.00,1832
2/18/2026,21:45:00,6950.00,6951.00,6945.25,6947.00,2868
2/18/2026,22:00:00,6946.75,6948.50,6944.00,6947.75,2507
2/18/2026,22:15:00,6947.75,6949.25,6947.50,6948.50,1427
2/18/2026,22:30:00,6948.50,6950.25,6946.00,6946.00,1570
2/18/2026,22:45:00,6946.25,6948.25,6945.75,6946.50,1405
2/18/2026,23:00:00,6946.50,6947.00,6942.75,6943.25,2146
2/18/2026,23:15:00,6943.25,6944.50,6939.75,6943.25,2832
2/18/2026,23:30:00,6943.25,6947.50,6942.75,6947.00,2867
2/18/2026,23:45:00,6947.25,6950.00,6947.00,6948.75,2455
2/19/2026,00:00:00,6948.75,6953.50,6948.50,6951.75,2763
2/19/2026,00:15:00,6951.75,6953.25,6949.75,6951.00,2047
2/19/2026,00:30:00,6951.25,6952.25,6949.75,6952.00,1227
2/19/2026,00:45:00,6952.00,6956.00,6952.00,6953.00,3359
2/19/2026,01:00:00,6953.25,6956.50,6952.25,6955.75,1544
2/19/2026,01:15:00,6956.00,6958.50,6953.25,6957.50,2578
2/19/2026,01:30:00,6957.50,6960.50,6955.75,6959.25,2679
2/19/2026,01:45:00,6959.25,6961.50,6957.25,6958.25,2283
2/19/2026,02:00:00,6958.25,6959.50,6954.75,6955.25,1926
2/19/2026,02:15:00,6955.25,6959.75,6952.75,6957.50,5406
2/19/2026,02:30:00,6957.50,6962.25,6957.50,6959.50,4171
2/19/2026,02:45:00,6959.75,6961.75,6952.00,6953.00,4622
2/19/2026,03:00:00,6952.75,6953.00,6939.50,6941.50,8007
2/19/2026,03:15:00,6941.75,6945.00,6938.00,6943.25,5318
2/19/2026,03:30:00,6943.00,6944.50,6936.25,6937.75,6025
2/19/2026,03:45:00,6937.75,6940.75,6930.25,6931.00,6498
2/19/2026,04:00:00,6931.25,6932.25,6922.00,6931.25,9059
2/19/2026,04:15:00,6931.00,6932.25,6917.00,6917.75,12096
2/19/2026,04:30:00,6917.50,6924.50,6917.25,6919.00,4964
2/19/2026,04:45:00,6918.75,6925.00,6916.00,6923.75,6057
2/19/2026,05:00:00,6923.75,6926.25,6919.50,6922.75,4684
2/19/2026,05:15:00,6922.75,6927.75,6918.75,6926.00,5028
2/19/2026,05:30:00,6926.25,6928.50,6923.25,6926.75,3802
2/19/2026,05:45:00,6926.75,6929.50,6924.25,6926.25,3596
2/19/2026,06:00:00,6926.00,6929.00,6921.00,6928.50,5154
2/19/2026,06:15:00,6928.25,6929.50,6917.75,6927.75,8420
2/19/2026,06:30:00,6927.75,6936.00,6926.00,6932.50,7140
2/19/2026,06:45:00,6932.50,6935.50,6928.25,6934.25,6083
2/19/2026,07:00:00,6934.25,6935.00,6929.00,6929.50,4440
2/19/2026,07:15:00,6929.50,6931.00,6923.75,6925.00,6570
2/19/2026,07:30:00,6925.25,6926.25,6917.25,6920.25,9734
2/19/2026,07:45:00,6920.25,6929.75,6912.25,6921.00,16180
2/19/2026,08:00:00,6921.00,6926.75,6918.50,6921.50,9271
2/19/2026,08:15:00,6921.75,6924.25,6915.25,6919.25,10794
2/19/2026,08:30:00,6919.25,6924.50,6917.75,6920.25,14193
2/19/2026,08:45:00,6920.50,6929.75,6906.50,6928.25,103089
2/19/2026,09:00:00,6928.25,6940.50,6914.50,6932.50,81017
2/19/2026,09:15:00,6932.25,6944.25,6921.75,6923.75,78727
2/19/2026,09:30:00,6923.75,6936.00,6920.25,6921.50,63236
2/19/2026,09:45:00,6921.25,6941.25,6919.50,6937.75,52007
2/19/2026,10:00:00,6937.75,6940.75,6924.75,6935.75,45104
2/19/2026,10:15:00,6935.75,6938.50,6921.00,6931.50,38777
2/19/2026,10:30:00,6931.50,6940.75,6923.00,6923.75,39473
2/19/2026,10:45:00,6923.75,6935.25,6917.50,6918.75,38638
2/19/2026,11:00:00,6918.50,6923.50,6909.25,6917.25,52643
2/19/2026,11:15:00,6917.50,6919.00,6909.00,6917.50,35741
2/19/2026,11:30:00,6917.50,6930.25,6914.50,6921.50,39853
2/19/2026,11:45:00,6921.25,6924.75,6916.75,6919.75,25321
2/19/2026,12:00:00,6919.75,6920.50,6903.00,6906.50,49966
2/19/2026,12:15:00,6906.25,6916.50,6902.25,6914.75,30068
2/19/2026,12:30:00,6914.50,6915.00,6897.25,6906.00,39950
2/19/2026,12:45:00,6905.75,6910.00,6901.75,6908.75,23545
2/19/2026,13:00:00,6908.75,6921.00,6908.50,6919.50,29191
2/19/2026,13:15:00,6919.50,6922.50,6916.00,6919.00,23839
2/19/2026,13:30:00,6919.00,6922.75,6912.25,6914.75,19078
2/19/2026,13:45:00,6914.75,6917.75,6900.75,6906.75,31282
2/19/2026,14:00:00,6906.50,6911.00,6902.75,6907.50,23827
2/19/2026,14:15:00,6907.25,6917.00,6907.25,6914.00,23125
2/19/2026,14:30:00,6913.75,6916.00,6908.50,6911.25,18200
2/19/2026,14:45:00,6911.00,6918.25,6910.25,6915.50,20735
2/19/2026,15:00:00,6915.75,6928.25,6914.75,6927.75,40879
2/19/2026,15:15:00,6928.00,6930.50,6925.50,6927.75,15377
2/19/2026,15:30:00,6927.75,6933.25,6923.75,6928.50,7981
2/19/2026,15:45:00,6928.50,6928.50,6922.25,6922.25,3757
2/19/2026,16:00:00,6922.50,6923.50,6921.25,6921.75,2122
2/19/2026,17:15:00,6923.25,6926.75,6921.00,6924.25,4444
2/19/2026,17:30:00,6924.50,6928.75,6924.50,6927.00,2519
2/19/2026,17:45:00,6927.00,6932.25,6927.00,6929.75,3112
2/19/2026,18:00:00,6929.50,6931.50,6927.75,6929.75,2623
2/19/2026,18:15:00,6930.00,6933.50,6925.75,6932.50,5211
2/19/2026,18:30:00,6932.25,6933.75,6926.25,6932.25,5104
2/19/2026,18:45:00,6932.50,6937.00,6932.50,6935.50,3962
2/19/2026,19:00:00,6935.50,6937.25,6935.50,6936.25,2076
2/19/2026,19:15:00,6936.25,6942.50,6935.75,6942.25,4561
2/19/2026,19:30:00,6942.00,6942.25,6938.25,6940.50,3248
2/19/2026,19:45:00,6940.50,6940.75,6936.50,6937.50,3050
2/19/2026,20:00:00,6937.25,6940.25,6935.50,6938.00,3404
2/19/2026,20:15:00,6938.25,6943.25,6936.00,6936.50,4683
2/19/2026,20:30:00,6936.50,6937.25,6934.25,6935.00,3428
2/19/2026,20:45:00,6935.00,6939.00,6934.75,6935.50,2678
2/19/2026,21:00:00,6935.75,6938.25,6933.50,6937.75,2873
2/19/2026,21:15:00,6937.50,6939.50,6937.25,6939.00,1996
2/19/2026,21:30:00,6939.00,6939.75,6938.00,6938.50,1040
2/19/2026,21:45:00,6938.50,6939.00,6935.75,6936.25,1619
2/19/2026,22:00:00,6936.50,6938.50,6936.00,6936.00,1489
2/19/2026,22:15:00,6936.00,6940.50,6935.50,6940.25,2608
2/19/2026,22:30:00,6940.50,6940.75,6937.25,6939.00,1766
2/19/2026,22:45:00,6939.25,6939.25,6937.50,6938.75,1209
2/19/2026,23:00:00,6939.00,6939.75,6937.75,6938.75,1321
2/19/2026,23:15:00,6939.00,6942.25,6939.00,6940.25,2512
2/19/2026,23:30:00,6940.50,6944.50,6940.00,6944.25,2433
2/19/2026,23:45:00,6944.50,6948.00,6943.75,6945.50,3298
2/20/2026,00:00:00,6945.75,6947.75,6944.75,6947.00,1383
2/20/2026,00:15:00,6947.25,6949.00,6946.25,6949.00,1962
2/20/2026,00:30:00,6949.25,6949.75,6947.75,6948.00,1844
2/20/2026,00:45:00,6947.75,6947.75,6944.50,6946.25,1955
2/20/2026,01:00:00,6946.00,6947.00,6944.50,6946.50,1203
2/20/2026,01:15:00,6946.75,6948.75,6946.00,6947.50,1704
2/20/2026,01:30:00,6947.75,6948.00,6945.25,6945.50,1495
2/20/2026,01:45:00,6945.75,6947.25,6942.75,6945.50,2354
2/20/2026,02:00:00,6945.75,6945.75,6939.75,6942.75,2136
2/20/2026,02:15:00,6942.75,6945.75,6939.25,6940.50,4768
2/20/2026,02:30:00,6940.50,6943.75,6937.00,6943.50,3343
2/20/2026,02:45:00,6943.75,6944.25,6937.00,6942.25,3397
2/20/2026,03:00:00,6942.25,6946.75,6941.50,6945.50,2878
2/20/2026,03:15:00,6945.50,6950.25,6944.50,6949.50,4314
2/20/2026,03:30:00,6949.50,6954.50,6949.25,6951.50,4156
2/20/2026,03:45:00,6951.50,6952.00,6946.00,6947.25,3088
2/20/2026,04:00:00,6947.25,6948.00,6941.25,6942.25,3532
2/20/2026,04:15:00,6942.25,6944.00,6939.50,6943.00,3437
2/20/2026,04:30:00,6943.25,6944.00,6938.75,6940.00,2372
2/20/2026,04:45:00,6939.75,6941.50,6937.25,6938.75,2796
2/20/2026,05:00:00,6939.00,6941.00,6932.50,6932.75,4151
2/20/2026,05:15:00,6932.75,6932.75,6920.00,6925.50,12821
2/20/2026,05:30:00,6925.25,6929.25,6922.75,6928.00,5801
2/20/2026,05:45:00,6928.00,6930.25,6922.50,6925.75,4475
2/20/2026,06:00:00,6925.75,6926.00,6915.75,6918.50,8018
2/20/2026,06:15:00,6918.75,6921.50,6913.50,6921.00,8708
2/20/2026,06:30:00,6921.00,6923.25,6912.00,6914.75,8242
2/20/2026,06:45:00,6914.75,6917.25,6911.50,6913.25,8684
2/20/2026,07:00:00,6913.00,6920.75,6910.25,6919.75,10647
2/20/2026,07:15:00,6919.50,6920.50,6917.50,6919.75,5942
2/20/2026,07:30:00,6920.00,6927.25,6919.50,6925.75,9567
2/20/2026,07:45:00,6926.00,6926.75,6902.50,6906.00,29855
2/20/2026,08:00:00,6906.00,6912.25,6901.00,6911.25,19762
2/20/2026,08:15:00,6911.25,6914.50,6903.50,6905.50,20509
2/20/2026,08:30:00,6905.25,6905.75,6897.50,6902.75,31608
2/20/2026,08:45:00,6902.50,6933.75,6897.00,6928.75,109204
2/20/2026,09:00:00,6928.75,6932.00,6914.50,6929.50,67805
2/20/2026,09:15:00,6929.50,6974.75,6925.50,6934.25,145194
2/20/2026,09:30:00,6934.75,6961.25,6922.00,6948.50,91492
2/20/2026,09:45:00,6948.75,6962.50,6935.25,6961.00,76385
2/20/2026,10:00:00,6961.25,6972.50,6954.00,6968.75,58626
2/20/2026,10:15:00,6968.75,6973.25,6960.00,6961.25,49419
2/20/2026,10:30:00,6961.25,6963.25,6941.25,6941.50,62248
2/20/2026,10:45:00,6941.50,6969.50,6939.00,6965.25,51769
2/20/2026,11:00:00,6965.00,6972.25,6964.25,6966.25,38338
2/20/2026,11:15:00,6966.25,6969.25,6941.00,6941.25,59008
2/20/2026,11:30:00,6941.25,6941.25,6920.75,6932.50,74031
2/20/2026,11:45:00,6932.25,6942.25,6929.50,6940.25,53179
2/20/2026,12:00:00,6940.50,6957.50,6937.50,6955.00,56136
2/20/2026,12:15:00,6954.75,6958.75,6947.25,6951.25,32210
2/20/2026,12:30:00,6951.50,6952.25,6937.00,6946.00,45567
2/20/2026,12:45:00,6946.00,6970.75,6937.75,6967.50,82260
2/20/2026,13:00:00,6967.50,6980.75,6963.00,6973.75,51768
2/20/2026,13:15:00,6974.00,6979.00,6965.00,6966.00,27168
2/20/2026,13:30:00,6965.75,6971.00,6963.00,6966.50,23012
2/20/2026,13:45:00,6966.75,6972.25,6960.25,6961.00,20617
2/20/2026,14:00:00,6961.25,6967.25,6958.50,6961.00,20278
2/20/2026,14:15:00,6961.25,6974.00,6960.75,6972.00,22047
2/20/2026,14:30:00,6972.25,6972.75,6961.75,6964.25,15937
2/20/2026,14:45:00,6964.25,6971.50,6963.00,6971.25,17857
2/20/2026,15:00:00,6971.25,6976.00,6964.00,6974.50,40223
2/20/2026,15:15:00,6974.25,6979.00,6972.00,6978.00,16180
2/20/2026,15:30:00,6977.75,6977.75,6973.25,6973.75,4012
2/20/2026,15:45:00,6973.75,6975.50,6973.25,6974.25,3162
2/20/2026,16:00:00,6974.25,6975.75,6973.00,6974.50,3813
2/22/2026,17:15:00,6968.00,6972.50,6964.25,6969.50,6592
2/22/2026,17:30:00,6969.25,6970.50,6954.00,6956.50,12948
2/22/2026,17:45:00,6956.25,6959.00,6950.00,6951.00,12631
2/22/2026,18:00:00,6951.00,6957.50,6950.25,6956.25,8302
2/22/2026,18:15:00,6955.75,6955.75,6947.00,6948.50,9823
2/22/2026,18:30:00,6948.25,6951.00,6936.00,6940.50,12732
2/22/2026,18:45:00,6940.25,6941.25,6934.75,6936.00,9348
2/22/2026,19:00:00,6936.25,6939.50,6928.25,6928.75,10913
2/22/2026,19:15:00,6929.00,6932.00,6926.25,6929.50,11910
2/22/2026,19:30:00,6929.25,6935.00,6928.00,6930.75,9401
2/22/2026,19:45:00,6930.75,6932.00,6927.50,6931.75,6087
2/22/2026,20:00:00,6931.50,6933.50,6924.25,6925.25,8420
2/22/2026,20:15:00,6925.00,6928.50,6920.00,6920.75,9421
2/22/2026,20:30:00,6920.75,6926.00,6919.75,6924.25,5728
2/22/2026,20:45:00,6924.50,6926.50,6923.25,6925.00,4029
2/22/2026,21:00:00,6925.00,6925.75,6923.00,6924.00,2527
2/22/2026,21:15:00,6924.25,6927.75,6923.75,6925.00,5166
2/22/2026,21:30:00,6924.75,6924.75,6919.00,6922.50,5506
2/22/2026,21:45:00,6922.50,6923.25,6918.25,6923.00,4383
2/22/2026,22:00:00,6922.75,6923.25,6920.75,6922.50,1939
2/22/2026,22:15:00,6922.50,6925.00,6920.75,6922.75,2837
2/22/2026,22:30:00,6923.00,6923.75,6919.75,6921.50,1905
2/22/2026,22:45:00,6921.50,6923.00,6917.50,6920.25,2929
2/22/2026,23:00:00,6920.00,6921.50,6919.00,6921.50,1374
2/22/2026,23:15:00,6921.25,6921.50,6918.25,6919.25,2019
2/22/2026,23:30:00,6919.25,6920.75,6917.25,6920.50,2202
2/22/2026,23:45:00,6920.50,6924.25,6920.00,6922.75,2687
2/23/2026,00:00:00,6923.00,6924.75,6921.50,6923.75,1675
2/23/2026,00:15:00,6923.75,6926.25,6922.75,6926.00,2001
2/23/2026,00:30:00,6926.00,6926.25,6924.25,6924.25,1527
2/23/2026,00:45:00,6924.25,6928.25,6923.75,6927.00,2051
2/23/2026,01:00:00,6926.75,6929.50,6926.00,6929.00,1643
2/23/2026,01:15:00,6929.00,6937.50,6928.50,6936.50,4974
2/23/2026,01:30:00,6937.00,6937.25,6933.50,6934.75,3451
2/23/2026,01:45:00,6934.75,6937.00,6932.75,6936.00,1939
2/23/2026,02:00:00,6935.75,6937.25,6934.50,6935.25,1392
2/23/2026,02:15:00,6935.50,6938.25,6932.50,6936.75,4878
2/23/2026,02:30:00,6937.00,6937.25,6933.50,6936.25,2979
2/23/2026,02:45:00,6936.25,6937.75,6931.50,6932.50,2486
2/23/2026,03:00:00,6932.50,6941.75,6932.50,6941.00,5108
2/23/2026,03:15:00,6941.00,6954.25,6941.00,6953.50,8806
2/23/2026,03:30:00,6953.75,6954.75,6950.50,6954.25,4469
2/23/2026,03:45:00,6954.25,6959.75,6952.25,6958.25,6907
2/23/2026,04:00:00,6958.50,6959.50,6956.50,6957.50,4060
2/23/2026,04:15:00,6957.50,6962.25,6956.75,6959.75,4250
2/23/2026,04:30:00,6959.75,6959.75,6949.25,6955.75,10760
2/23/2026,04:45:00,6955.50,6959.25,6954.25,6957.75,3734
2/23/2026,05:00:00,6957.50,6957.75,6954.25,6956.00,3380
2/23/2026,05:15:00,6956.25,6959.50,6954.75,6959.00,4126
2/23/2026,05:30:00,6959.00,6961.00,6954.75,6955.50,3861
2/23/2026,05:45:00,6955.50,6956.00,6951.50,6951.75,4236
2/23/2026,06:00:00,6952.00,6952.50,6942.75,6947.00,7841
2/23/2026,06:15:00,6947.25,6950.50,6944.50,6944.75,7382
2/23/2026,06:30:00,6944.75,6945.00,6939.75,6941.50,6283
2/23/2026,06:45:00,6941.50,6943.25,6936.50,6943.00,8073
2/23/2026,07:00:00,6943.00,6944.25,6936.75,6939.25,7698
2/23/2026,07:15:00,6939.00,6945.50,6935.00,6941.75,9739
2/23/2026,07:30:00,6941.50,6946.50,6941.00,6945.25,7126
2/23/2026,07:45:00,6945.00,6951.00,6942.25,6950.75,11305
2/23/2026,08:00:00,6951.00,6953.25,6947.50,6949.25,11675
2/23/2026,08:15:00,6949.50,6955.50,6949.00,6955.50,10381
2/23/2026,08:30:00,6955.50,6958.50,6951.00,6958.00,13560
2/23/2026,08:45:00,6957.75,6980.25,6954.00,6954.75,117594
2/23/2026,09:00:00,6954.75,6961.25,6942.00,6944.50,97190
2/23/2026,09:15:00,6944.25,6952.00,6924.50,6927.00,96775
2/23/2026,09:30:00,6927.00,6935.00,6921.75,6924.25,78574
2/23/2026,09:45:00,6924.25,6929.25,6913.00,6915.75,80360
2/23/2026,10:00:00,6916.00,6918.75,6900.75,6901.50,70526
2/23/2026,10:15:00,6901.75,6904.25,6884.50,6886.00,82351
2/23/2026,10:30:00,6886.00,6908.50,6882.75,6907.75,72970
2/23/2026,10:45:00,6908.00,6910.25,6901.25,6903.25,47951
2/23/2026,11:00:00,6903.25,6905.50,6896.75,6898.75,43916
2/23/2026,11:15:00,6898.75,6904.00,6894.75,6896.75,34946
2/23/2026,11:30:00,6896.75,6902.00,6895.75,6896.00,23905
2/23/2026,11:45:00,6896.00,6896.50,6884.75,6890.50,42710
2/23/2026,12:00:00,6890.50,6902.50,6888.75,6899.75,35687
2/23/2026,12:15:00,6899.50,6911.25,6898.50,6910.25,30414
2/23/2026,12:30:00,6910.00,6919.00,6909.00,6917.50,29990
2/23/2026,12:45:00,6917.50,6918.50,6907.50,6909.75,31162
2/23/2026,13:00:00,6909.50,6913.25,6897.75,6899.25,35630
2/23/2026,13:15:00,6899.25,6902.00,6896.00,6897.75,30040
2/23/2026,13:30:00,6898.00,6900.00,6890.75,6892.00,23206
2/23/2026,13:45:00,6891.75,6896.00,6884.50,6887.50,28914
2/23/2026,14:00:00,6887.75,6894.50,6886.75,6889.75,31050
2/23/2026,14:15:00,6889.75,6893.50,6885.50,6886.25,25271
2/23/2026,14:30:00,6886.25,6894.75,6886.25,6892.50,22675
2/23/2026,14:45:00,6892.75,6901.75,6890.50,6895.75,38207
2/23/2026,15:00:00,6896.00,6904.00,6888.00,6903.75,68696
2/23/2026,15:15:00,6903.75,6908.25,6900.75,6907.75,17655
2/23/2026,15:30:00,6907.75,6908.25,6905.00,6906.75,4038
2/23/2026,15:45:00,6906.50,6908.75,6905.75,6907.25,3886
2/23/2026,16:00:00,6907.00,6908.50,6905.50,6907.50,2678
2/23/2026,17:15:00,6906.25,6912.75,6904.50,6908.75,8012
2/23/2026,17:30:00,6909.00,6910.25,6905.75,6910.25,4884
2/23/2026,17:45:00,6910.25,6914.00,6909.25,6911.25,5637
2/23/2026,18:00:00,6911.00,6912.00,6906.25,6907.00,4135
2/23/2026,18:15:00,6907.00,6910.75,6904.25,6908.25,8079
2/23/2026,18:30:00,6908.25,6911.50,6903.25,6905.00,5878
2/23/2026,18:45:00,6904.75,6910.00,6904.00,6909.25,4300
2/23/2026,19:00:00,6909.50,6913.00,6908.25,6911.25,4851
2/23/2026,19:15:00,6911.00,6911.50,6906.75,6908.75,4170
2/23/2026,19:30:00,6909.00,6913.00,6906.50,6911.25,4865
2/23/2026,19:45:00,6911.25,6913.50,6907.00,6912.00,4559
2/23/2026,20:00:00,6912.00,6912.50,6909.50,6911.75,2904
2/23/2026,20:15:00,6911.50,6915.25,6910.25,6914.25,3518
2/23/2026,20:30:00,6914.00,6920.50,6913.50,6919.75,5222
2/23/2026,20:45:00,6919.50,6921.75,6918.50,6919.00,4539
2/23/2026,21:00:00,6919.25,6920.75,6918.00,6920.00,2656
2/23/2026,21:15:00,6920.00,6921.25,6919.00,6920.50,2436
2/23/2026,21:30:00,6920.25,6922.25,6919.75,6921.25,2544
2/23/2026,21:45:00,6921.25,6922.00,6919.75,6920.50,1881
2/23/2026,22:00:00,6920.75,6921.00,6919.50,6920.00,1504
2/23/2026,22:15:00,6920.25,6921.75,6919.50,6920.50,1734
2/23/2026,22:30:00,6920.50,6922.25,6918.50,6921.50,1934
2/23/2026,22:45:00,6921.50,6923.00,6919.00,6920.50,1688
2/23/2026,23:00:00,6920.75,6922.75,6920.25,6921.75,1485
2/23/2026,23:15:00,6921.75,6925.25,6920.25,6924.00,2443
2/23/2026,23:30:00,6923.75,6923.75,6918.50,6919.75,2557
2/23/2026,23:45:00,6919.50,6919.75,6915.50,6918.25,3248
2/24/2026,00:00:00,6918.25,6918.25,6912.50,6915.25,3262
2/24/2026,00:15:00,6915.00,6917.50,6914.00,6914.50,2038
2/24/2026,00:30:00,6914.50,6917.00,6911.50,6913.75,2726
2/24/2026,00:45:00,6913.75,6916.50,6911.75,6915.75,2141
2/24/2026,01:00:00,6915.75,6917.50,6914.50,6916.50,1391
2/24/2026,01:15:00,6916.25,6921.25,6915.75,6921.25,4139
2/24/2026,01:30:00,6921.25,6921.75,6918.50,6921.25,2484
2/24/2026,01:45:00,6921.25,6922.75,6916.25,6916.75,2733
2/24/2026,02:00:00,6917.00,6918.75,6915.25,6916.00,1677
2/24/2026,02:15:00,6916.25,6916.25,6904.25,6906.50,12218
2/24/2026,02:30:00,6906.50,6913.00,6903.25,6909.75,8028
2/24/2026,02:45:00,6910.50,6913.00,6903.50,6905.50,5358
2/24/2026,03:00:00,6905.75,6906.75,6900.25,6905.50,5703
2/24/2026,03:15:00,6905.25,6916.50,6905.25,6915.75,7113
2/24/2026,03:30:00,6916.00,6917.50,6912.25,6913.25,4699
2/24/2026,03:45:00,6913.00,6915.00,6907.25,6914.50,4470
2/24/2026,04:00:00,6914.25,6918.25,6913.50,6917.75,2772
2/24/2026,04:15:00,6917.75,6921.25,6916.50,6916.50,3677
2/24/2026,04:30:00,6916.50,6917.50,6914.75,6915.75,2668
2/24/2026,04:45:00,6915.75,6917.00,6913.00,6916.75,3005
2/24/2026,05:00:00,6916.50,6916.75,6912.25,6915.75,2879
2/24/2026,05:15:00,6916.00,6919.00,6913.75,6914.25,4320
2/24/2026,05:30:00,6914.25,6915.75,6911.00,6912.50,2924
2/24/2026,05:45:00,6912.50,6914.25,6909.50,6911.25,3315
2/24/2026,06:00:00,6911.50,6914.50,6910.50,6914.50,3419
2/24/2026,06:15:00,6914.25,6921.25,6912.75,6916.00,13364
2/24/2026,06:30:00,6916.00,6916.50,6908.25,6908.75,6102
2/24/2026,06:45:00,6908.75,6909.00,6896.75,6899.75,13108
2/24/2026,07:00:00,6899.75,6902.00,6895.50,6899.75,9820
2/24/2026,07:15:00,6900.00,6903.75,6899.25,6900.50,9231
2/24/2026,07:30:00,6900.50,6907.50,6899.75,6907.50,7230
2/24/2026,07:45:00,6907.50,6911.50,6903.50,6910.75,10298
2/24/2026,08:00:00,6910.50,6916.00,6910.25,6913.00,7600
2/24/2026,08:15:00,6913.00,6913.25,6903.75,6906.50,9102
2/24/2026,08:30:00,6906.50,6907.00,6894.75,6897.25,14087
2/24/2026,08:45:00,6897.25,6922.50,6878.25,6922.25,145266
2/24/2026,09:00:00,6922.00,6933.50,6906.25,6910.75,108516
2/24/2026,09:15:00,6910.25,6921.00,6899.00,6910.75,95446
2/24/2026,09:30:00,6910.75,6943.00,6909.00,6942.25,87079
2/24/2026,09:45:00,6942.25,6944.75,6935.25,6942.00,66504
2/24/2026,10:00:00,6942.00,6942.25,6930.50,6932.75,52503
2/24/2026,10:15:00,6932.50,6948.00,6931.75,6945.00,57308
2/24/2026,10:30:00,6945.00,6946.75,6936.75,6940.00,44020
2/24/2026,10:45:00,6940.00,6940.50,6930.50,6934.50,43887
2/24/2026,11:00:00,6934.50,6946.25,6933.75,6943.75,28677
2/24/2026,11:15:00,6943.75,6954.75,6942.75,6951.50,37455
2/24/2026,11:30:00,6951.50,6957.25,6950.75,6954.50,24060
2/24/2026,11:45:00,6954.75,6955.75,6950.00,6950.50,19732
2/24/2026,12:00:00,6950.50,6955.75,6948.50,6953.00,20966
2/24/2026,12:15:00,6952.50,6960.25,6952.25,6953.75,22059
2/24/2026,12:30:00,6953.75,6954.25,6948.25,6949.25,20844
2/24/2026,12:45:00,6949.50,6957.50,6948.00,6956.25,23735
2/24/2026,13:00:00,6956.50,6958.00,6953.50,6953.50,13885
2/24/2026,13:15:00,6953.50,6955.25,6949.25,6950.75,20215
2/24/2026,13:30:00,6950.75,6951.00,6945.25,6947.75,25449
2/24/2026,13:45:00,6947.75,6952.75,6946.75,6950.75,18879
2/24/2026,14:00:00,6951.00,6955.75,6949.00,6950.50,20655
2/24/2026,14:15:00,6950.25,6952.50,6944.50,6946.00,19799
2/24/2026,14:30:00,6945.75,6950.50,6943.75,6944.50,23646
2/24/2026,14:45:00,6944.25,6951.75,6944.00,6951.25,21410
2/24/2026,15:00:00,6951.25,6962.50,6950.75,6952.75,51283
2/24/2026,15:15:00,6953.00,6954.75,6948.75,6951.50,12153
2/24/2026,15:30:00,6951.50,6951.75,6949.75,6950.50,2388
2/24/2026,15:45:00,6950.25,6951.50,6949.75,6950.00,5306
2/24/2026,16:00:00,6950.00,6951.00,6949.00,6949.75,4081
2/24/2026,17:15:00,6950.00,6951.75,6945.50,6951.00,4980
